user_id,session_id,date,gender,age,location,membership_status,returning_customer,device_type,browser,time_of_day,time_spent_minutes,pages_viewed,scroll_depth,clicks,traffic_source,ad_campaign,coupon_used,discount_applied,product_category,wishlist_items,cart_items,avg_session_value,payment_method,purchase
161,1200,2023-01-07 16:00:00,Male,38,India,Premium,1,Mobile,Chrome,Evening,39,3,46,35,Organic,Campaign_A,0,0,Books,6,3,478.74,NetBanking,0
162,2863,2023-01-07 17:00:00,Male,27,USA,Premium,0,Mobile,Safari,Evening,25,10,80,22,Direct,Campaign_A,0,1,Books,2,4,125.94,COD,1
163,1779,2023-01-07 18:00:00,Female,55,India,Premium,1,Tablet,Edge,Morning,24,19,29,37,Referral,Campaign_A,0,0,Clothing,9,2,453.02,NetBanking,1
164,3977,2023-01-07 19:00:00,Female,63,UK,Registered,0,Tablet,Firefox,Morning,8,19,44,22,Referral,None,0,1,Clothing,3,4,364.26,Debit Card,0
165,4104,2023-01-07 20:00:00,Female,21,Canada,Registered,1,Desktop,Chrome,Morning,9,19,43,11,Organic,None,0,0,Home,9,7,371.56,Debit Card,1
166,4119,2023-01-07 21:00:00,Female,62,UK,Registered,1,Desktop,Safari,Afternoon,46,4,95,32,Organic,None,0,1,Electronics,1,7,383.64,COD,1
167,1502,2023-01-07 22:00:00,Female,37,UK,Premium,0,Desktop,Safari,Evening,37,19,40,35,Ads,None,1,0,Home,8,5,255.75,Credit Card,0
168,3454,2023-01-07 23:00:00,Male,34,Canada,Registered,1,Mobile,Firefox,Night,30,10,96,31,Direct,Campaign_B,0,1,Clothing,4,7,408.22,UPI,1
169,4645,2023-01-08 00:00:00,Male,24,Canada,Premium,1,Desktop,Safari,Afternoon,53,2,28,45,Social,Campaign_B,0,0,Sports,1,5,418.92,Credit Card,0
170,2751,2023-01-08 01:00:00,Male,21,Germany,Premium,1,Mobile,Safari,Afternoon,19,4,77,8,Social,Campaign_B,0,1,Home,9,6,183.44,COD,1
171,1804,2023-01-08 02:00:00,Female,46,Germany,Registered,1,Mobile,Chrome,Afternoon,53,6,33,20,Referral,Campaign_B,0,0,Beauty,5,6,203.17,NetBanking,1
172,3146,2023-01-08 03:00:00,Female,31,UK,Guest,0,Desktop,Edge,Night,16,7,93,42,Direct,None,0,1,Clothing,6,0,444.93,Credit Card,0
173,3731,2023-01-08 04:00:00,Male,20,UK,Guest,0,Mobile,Chrome,Evening,24,16,48,34,Referral,Campaign_C,0,0,Clothing,1,7,264.74,Debit Card,0
174,2895,2023-01-08 05:00:00,Male,41,USA,Premium,0,Desktop,Edge,Morning,44,7,63,4,Social,None,0,0,Sports,0,2,434.14,COD,1
175,3773,2023-01-08 06:00:00,Female,54,USA,Guest,1,Mobile,Edge,Evening,21,18,48,18,Organic,Campaign_C,0,1,Sports,6,1,315.25,Credit Card,1
176,2570,2023-01-08 07:00:00,Male,33,Germany,Premium,0,Desktop,Edge,Evening,36,19,26,4,Direct,Campaign_A,0,1,Sports,0,7,298.82,Credit Card,1
177,1960,2023-01-08 08:00:00,Female,21,Australia,Registered,1,Mobile,Safari,Afternoon,40,9,28,20,Direct,Campaign_A,0,0,Electronics,2,3,20.34,NetBanking,0
178,4810,2023-01-08 09:00:00,Female,41,Australia,Registered,0,Desktop,Chrome,Afternoon,39,10,57,9,Ads,Campaign_C,1,1,Beauty,3,5,142.56,NetBanking,1
179,3660,2023-01-08 10:00:00,Female,51,Germany,Premium,0,Desktop,Safari,Afternoon,47,13,44,16,Organic,None,0,1,Clothing,1,7,253.52,NetBanking,1
180,2485,2023-01-08 11:00:00,Male,47,USA,Registered,0,Mobile,Firefox,Morning,6,18,41,26,Organic,Campaign_B,0,1,Sports,6,3,295.72,UPI,1
181,3690,2023-01-08 12:00:00,Female,35,USA,Registered,1,Mobile,Chrome,Morning,5,16,56,38,Referral,None,1,0,Electronics,4,2,317.07,COD,0
182,4840,2023-01-08 13:00:00,Female,36,Australia,Registered,0,Mobile,Edge,Morning,14,17,56,25,Direct,None,1,0,Books,0,1,359.53,COD,0
183,2028,2023-01-08 14:00:00,Female,48,India,Guest,0,Mobile,Safari,Evening,53,13,73,4,Referral,Campaign_C,0,1,Beauty,7,6,329.84,Debit Card,0
184,4289,2023-01-08 15:00:00,Female,36,India,Registered,0,Desktop,Safari,Afternoon,45,12,55,41,Organic,None,1,0,Books,9,5,425.05,Debit Card,1
185,1502,2023-01-08 16:00:00,Female,63,USA,Guest,0,Tablet,Chrome,Night,42,10,44,45,Ads,Campaign_C,0,0,Books,6,0,151.26,COD,1
186,3814,2023-01-08 17:00:00,Female,36,India,Premium,0,Mobile,Chrome,Evening,50,1,26,41,Direct,None,0,0,Clothing,3,3,322.58,Credit Card,0
187,1397,2023-01-08 18:00:00,Male,39,Canada,Premium,1,Desktop,Edge,Morning,4,8,51,38,Organic,None,0,0,Electronics,1,7,30.32,COD,1
188,1870,2023-01-08 19:00:00,Female,41,Germany,Guest,0,Desktop,Edge,Night,8,18,38,19,Ads,None,0,1,Electronics,6,2,242.69,UPI,1
189,3842,2023-01-08 20:00:00,Female,62,Germany,Registered,0,Mobile,Firefox,Night,24,2,79,14,Social,Campaign_B,0,1,Books,1,3,137.68,Debit Card,0
190,1392,2023-01-08 21:00:00,Male,29,USA,Registered,1,Desktop,Edge,Afternoon,11,16,26,21,Organic,Campaign_C,0,0,Beauty,5,7,193.54,Debit Card,1
191,1206,2023-01-08 22:00:00,Female,47,UK,Guest,1,Desktop,Safari,Night,17,12,90,15,Social,Campaign_A,0,0,Home,0,6,180.56,Debit Card,1
192,2038,2023-01-08 23:00:00,Female,55,Australia,Premium,1,Mobile,Firefox,Morning,50,9,23,3,Referral,Campaign_B,0,0,Books,6,6,34.91,COD,1
193,2881,2023-01-09 00:00:00,Female,48,USA,Guest,0,Mobile,Firefox,Afternoon,21,3,33,37,Social,None,0,0,Clothing,6,1,235.99,Debit Card,0
194,4625,2023-01-09 01:00:00,Male,53,India,Guest,1,Mobile,Firefox,Night,57,4,66,46,Organic,None,0,0,Books,3,0,497.34,Debit Card,0
195,3939,2023-01-09 02:00:00,Male,36,Australia,Registered,1,Tablet,Chrome,Afternoon,26,2,59,16,Social,Campaign_B,0,1,Beauty,3,6,152.97,COD,0
196,2484,2023-01-09 03:00:00,Other,62,UK,Registered,1,Tablet,Edge,Night,43,8,66,14,Direct,Campaign_A,0,1,Beauty,9,1,369.39,Credit Card,1
197,4762,2023-01-09 04:00:00,Female,53,India,Registered,0,Desktop,Firefox,Evening,48,10,70,9,Organic,Campaign_B,1,0,Books,4,6,276.16,Debit Card,0
198,4646,2023-01-09 05:00:00,Male,47,Canada,Registered,0,Mobile,Chrome,Evening,44,16,48,47,Ads,Campaign_C,0,1,Electronics,1,5,165.99,Debit Card,1
199,1863,2023-01-09 06:00:00,Female,50,India,Registered,1,Mobile,Chrome,Morning,45,11,64,7,Social,Campaign_B,0,0,Books,8,4,49.36,Debit Card,1
200,3790,2023-01-09 07:00:00,Female,35,Canada,Registered,0,Mobile,Firefox,Evening,27,18,45,14,Direct,Campaign_B,1,1,Sports,9,1,111.85,UPI,0
201,4312,2023-01-09 08:00:00,Female,45,Australia,Guest,0,Mobile,Firefox,Evening,16,14,46,6,Referral,None,0,0,Sports,3,1,392.02,COD,1
202,1563,2023-01-09 09:00:00,Female,64,Canada,Guest,1,Desktop,Safari,Evening,55,8,23,21,Referral,Campaign_A,1,1,Home,8,3,143.11,Debit Card,0
203,2020,2023-01-09 10:00:00,Male,28,Australia,Guest,1,Tablet,Firefox,Night,26,15,36,15,Social,Campaign_C,0,0,Clothing,2,6,76.43,UPI,1
204,1095,2023-01-09 11:00:00,Male,62,Australia,Guest,0,Tablet,Safari,Night,53,17,92,8,Referral,None,0,0,Clothing,8,1,168.99,Credit Card,1
205,2923,2023-01-09 12:00:00,Male,50,Australia,Registered,1,Desktop,Firefox,Afternoon,33,18,40,34,Ads,Campaign_B,0,0,Electronics,0,2,294.1,Credit Card,1
206,2757,2023-01-09 13:00:00,Female,34,Australia,Guest,0,Mobile,Firefox,Night,31,6,82,40,Organic,None,0,0,Clothing,6,5,353.21,UPI,1
207,3532,2023-01-09 14:00:00,Male,23,Australia,Guest,0,Mobile,Edge,Evening,48,14,90,1,Direct,None,0,0,Home,3,3,196.75,Credit Card,1
208,4478,2023-01-09 15:00:00,Male,21,India,Guest,1,Mobile,Firefox,Night,47,3,92,32,Social,None,1,0,Sports,6,3,251.58,NetBanking,0
209,3278,2023-01-09 16:00:00,Male,37,Australia,Premium,0,Desktop,Firefox,Morning,6,7,53,49,Referral,Campaign_C,1,0,Electronics,9,4,230.18,Credit Card,1
210,3796,2023-01-09 17:00:00,Female,64,India,Premium,0,Desktop,Safari,Afternoon,44,15,77,5,Organic,Campaign_B,0,1,Beauty,5,5,9.46,NetBanking,1
211,2678,2023-01-09 18:00:00,Female,44,Australia,Registered,1,Mobile,Safari,Afternoon,8,16,57,30,Ads,None,1,0,Sports,3,7,200.82,UPI,1
212,4242,2023-01-09 19:00:00,Male,32,Canada,Premium,0,Mobile,Edge,Night,7,16,66,22,Referral,None,0,1,Home,3,2,295.72,NetBanking,1
213,1540,2023-01-09 20:00:00,Male,23,Australia,Registered,0,Mobile,Firefox,Evening,34,8,84,20,Referral,Campaign_B,0,0,Electronics,7,5,287.12,Credit Card,1
214,2059,2023-01-09 21:00:00,Female,64,UK,Registered,1,Mobile,Firefox,Afternoon,44,7,31,16,Direct,Campaign_A,0,1,Books,6,1,376.13,Debit Card,0
215,3572,2023-01-09 22:00:00,Male,31,Australia,Guest,1,Mobile,Safari,Morning,53,6,13,7,Ads,Campaign_A,1,1,Clothing,3,4,336.84,NetBanking,0
216,2183,2023-01-09 23:00:00,Male,28,Australia,Registered,1,Mobile,Chrome,Morning,14,2,90,7,Ads,Campaign_A,0,0,Home,5,2,142.02,Credit Card,0
217,4910,2023-01-10 00:00:00,Male,56,Canada,Registered,1,Mobile,Chrome,Afternoon,16,13,81,2,Social,Campaign_C,0,1,Electronics,5,4,131.54,Debit Card,0
218,2722,2023-01-10 01:00:00,Male,26,Germany,Registered,0,Desktop,Chrome,Evening,43,12,55,47,Direct,Campaign_A,1,0,Sports,0,5,234.75,UPI,1
219,4314,2023-01-10 02:00:00,Male,43,Canada,Registered,1,Mobile,Safari,Evening,52,15,68,14,Social,Campaign_B,0,1,Electronics,1,0,367.82,UPI,1
220,4157,2023-01-10 03:00:00,Female,33,UK,Registered,0,Mobile,Safari,Night,9,9,43,31,Direct,None,0,0,Books,3,5,51.44,COD,1
221,2819,2023-01-10 04:00:00,Male,22,Germany,Registered,1,Mobile,Chrome,Night,10,2,20,41,Ads,Campaign_B,0,0,Home,5,1,474.42,UPI,0
222,3625,2023-01-10 05:00:00,Female,27,USA,Premium,0,Mobile,Chrome,Afternoon,17,17,40,14,Direct,None,0,0,Electronics,5,4,273.86,COD,1
223,3729,2023-01-10 06:00:00,Male,20,USA,Guest,1,Mobile,Firefox,Night,12,5,20,5,Direct,None,0,0,Beauty,0,0,156.67,UPI,0
224,3604,2023-01-10 07:00:00,Female,30,UK,Registered,0,Mobile,Safari,Night,6,11,65,11,Direct,Campaign_B,1,0,Home,7,1,348.23,UPI,0
225,2597,2023-01-10 08:00:00,Female,60,Canada,Registered,0,Mobile,Safari,Night,19,19,47,40,Organic,None,0,1,Home,1,4,27.14,UPI,1
226,4060,2023-01-10 09:00:00,Male,47,India,Registered,1,Mobile,Chrome,Morning,43,7,30,5,Organic,None,0,0,Sports,4,4,244.78,COD,0
227,3693,2023-01-10 10:00:00,Female,62,UK,Registered,1,Desktop,Chrome,Night,41,2,19,29,Ads,Campaign_B,0,0,Clothing,3,5,245.55,COD,0
228,1795,2023-01-10 11:00:00,Male,23,Germany,Guest,1,Mobile,Edge,Afternoon,53,16,35,11,Direct,Campaign_B,0,0,Beauty,4,6,85.18,NetBanking,1
229,2051,2023-01-10 12:00:00,Other,34,Germany,Registered,0,Desktop,Safari,Evening,29,12,17,5,Ads,Campaign_C,0,0,Books,4,4,419.51,Credit Card,1
230,2643,2023-01-10 13:00:00,Male,62,Australia,Guest,0,Mobile,Edge,Night,6,15,17,49,Organic,None,1,0,Electronics,9,4,399.42,Credit Card,1
231,4627,2023-01-10 14:00:00,Male,36,USA,Registered,1,Mobile,Firefox,Evening,59,1,69,32,Direct,None,0,1,Clothing,7,3,80.6,Credit Card,0
232,2363,2023-01-10 15:00:00,Male,59,Germany,Registered,1,Mobile,Edge,Night,25,13,81,36,Social,Campaign_A,0,0,Sports,9,6,185.09,UPI,1
233,4869,2023-01-10 16:00:00,Other,52,UK,Registered,1,Mobile,Chrome,Afternoon,57,6,43,15,Organic,None,0,0,Clothing,6,4,54.71,Credit Card,0
234,2981,2023-01-10 17:00:00,Female,63,Germany,Guest,1,Tablet,Safari,Morning,24,13,25,19,Organic,Campaign_C,0,0,Home,8,5,425.06,COD,1
235,2354,2023-01-10 18:00:00,Female,43,UK,Registered,1,Desktop,Safari,Afternoon,25,18,22,22,Organic,Campaign_C,1,0,Home,0,3,165.04,NetBanking,1
236,2663,2023-01-10 19:00:00,Male,22,India,Guest,0,Tablet,Edge,Morning,16,3,96,34,Direct,None,1,1,Books,5,3,222.46,Debit Card,0
237,2529,2023-01-10 20:00:00,Female,46,Australia,Premium,1,Tablet,Edge,Night,52,1,85,17,Referral,Campaign_C,0,0,Beauty,5,7,165.32,NetBanking,0
238,3038,2023-01-10 21:00:00,Male,54,USA,Premium,1,Desktop,Firefox,Night,16,15,31,12,Social,None,1,0,Electronics,1,0,158.46,Credit Card,0
239,4419,2023-01-10 22:00:00,Female,37,Germany,Premium,1,Mobile,Firefox,Morning,6,13,36,25,Social,None,0,0,Electronics,7,1,374.91,Credit Card,0
240,2496,2023-01-10 23:00:00,Male,38,UK,Registered,1,Mobile,Chrome,Afternoon,37,5,73,17,Ads,None,0,0,Sports,5,3,375.05,COD,1
241,4302,2023-01-11 00:00:00,Male,27,Canada,Registered,1,Tablet,Chrome,Afternoon,21,13,11,10,Direct,Campaign_A,0,0,Books,9,2,261.31,NetBanking,1
242,3237,2023-01-11 01:00:00,Male,22,USA,Guest,0,Desktop,Chrome,Morning,4,5,35,28,Organic,None,0,0,Electronics,8,3,330.52,COD,0
243,4296,2023-01-11 02:00:00,Male,53,India,Guest,0,Mobile,Edge,Night,34,19,92,18,Referral,None,1,1,Beauty,9,7,258.27,COD,1
244,2408,2023-01-11 03:00:00,Female,23,UK,Registered,0,Desktop,Edge,Morning,28,18,78,18,Direct,Campaign_A,0,0,Home,4,2,19.15,Debit Card,1
245,2400,2023-01-11 04:00:00,Male,43,Australia,Registered,1,Mobile,Safari,Night,38,10,93,45,Direct,Campaign_C,0,0,Books,6,7,37.67,COD,1
246,2306,2023-01-11 05:00:00,Female,21,Australia,Premium,1,Mobile,Chrome,Morning,41,8,39,32,Referral,Campaign_B,1,0,Clothing,5,7,194.95,COD,0
247,3680,2023-01-11 06:00:00,Male,56,India,Guest,0,Mobile,Edge,Night,28,15,17,14,Organic,None,0,0,Books,4,6,376.12,Debit Card,1
248,3675,2023-01-11 07:00:00,Female,56,India,Premium,1,Desktop,Safari,Morning,17,4,47,16,Direct,None,1,0,Books,5,0,457.05,UPI,0
249,1972,2023-01-11 08:00:00,Male,52,Australia,Registered,0,Desktop,Chrome,Evening,14,2,70,18,Social,Campaign_A,0,1,Beauty,3,2,19.71,UPI,0
250,2768,2023-01-11 09:00:00,Male,18,Germany,Registered,0,Mobile,Firefox,Night,7,6,90,16,Social,None,0,1,Beauty,2,0,187.17,Debit Card,0
251,2282,2023-01-11 10:00:00,Female,41,Germany,Guest,1,Mobile,Firefox,Afternoon,22,3,74,17,Referral,Campaign_A,1,0,Electronics,0,0,115.77,COD,0
252,4430,2023-01-11 11:00:00,Male,53,UK,Guest,1,Mobile,Edge,Morning,51,7,76,7,Organic,None,0,0,Sports,0,0,408.53,Credit Card,0
253,1709,2023-01-11 12:00:00,Male,23,Canada,Registered,0,Desktop,Safari,Afternoon,1,10,55,12,Referral,Campaign_C,1,0,Sports,5,2,423.75,NetBanking,0
254,2479,2023-01-11 13:00:00,Female,58,UK,Registered,0,Mobile,Firefox,Morning,29,6,99,34,Direct,Campaign_B,0,0,Beauty,8,2,107.17,Credit Card,0
255,2434,2023-01-11 14:00:00,Female,63,Canada,Guest,0,Mobile,Safari,Afternoon,52,16,81,10,Social,Campaign_A,1,1,Electronics,7,0,356.86,Credit Card,0
256,1648,2023-01-11 15:00:00,Male,61,India,Registered,0,Mobile,Safari,Afternoon,31,2,52,5,Ads,Campaign_A,0,1,Electronics,1,6,367.22,COD,0
257,1317,2023-01-11 16:00:00,Male,48,USA,Premium,0,Mobile,Firefox,Morning,30,17,68,21,Referral,None,0,1,Electronics,8,0,92.64,NetBanking,0
258,4748,2023-01-11 17:00:00,Female,37,UK,Premium,0,Mobile,Safari,Morning,57,13,55,3,Ads,Campaign_C,1,0,Beauty,7,6,219.68,NetBanking,1
259,4296,2023-01-11 18:00:00,Male,41,UK,Premium,0,Desktop,Firefox,Afternoon,15,1,81,19,Ads,Campaign_A,0,0,Sports,8,1,312.07,UPI,0
260,4890,2023-01-11 19:00:00,Male,42,Canada,Guest,0,Mobile,Edge,Afternoon,18,6,44,45,Social,Campaign_A,1,1,Electronics,3,6,17.9,Debit Card,1
261,2257,2023-01-11 20:00:00,Male,53,India,Guest,0,Desktop,Chrome,Afternoon,35,5,48,44,Referral,Campaign_A,1,1,Beauty,8,6,205.27,COD,0
262,1683,2023-01-11 21:00:00,Female,38,India,Registered,0,Mobile,Chrome,Night,50,13,60,35,Ads,None,1,1,Clothing,1,6,81.7,NetBanking,0
263,1663,2023-01-11 22:00:00,Female,47,Canada,Registered,1,Mobile,Edge,Night,30,18,13,6,Direct,None,1,0,Clothing,0,0,273.24,COD,0
264,2998,2023-01-11 23:00:00,Male,41,India,Guest,1,Mobile,Firefox,Evening,34,12,89,14,Organic,Campaign_A,0,0,Home,8,4,422.24,UPI,0
265,4898,2023-01-12 00:00:00,Male,61,Australia,Guest,0,Desktop,Firefox,Night,42,7,86,4,Organic,Campaign_C,0,0,Clothing,9,1,264.75,Credit Card,1
266,4445,2023-01-12 01:00:00,Male,59,Germany,Registered,0,Tablet,Firefox,Night,11,15,93,45,Social,Campaign_A,0,0,Books,7,1,22.81,NetBanking,1
267,4743,2023-01-12 02:00:00,Female,47,Australia,Guest,0,Tablet,Firefox,Morning,27,3,60,18,Referral,None,0,0,Home,6,7,19.68,UPI,0
268,2631,2023-01-12 03:00:00,Male,39,USA,Guest,0,Mobile,Edge,Evening,24,16,14,29,Referral,None,0,1,Clothing,7,1,304.72,COD,1
269,2495,2023-01-12 04:00:00,Male,45,UK,Guest,0,Mobile,Chrome,Evening,35,1,64,35,Organic,None,0,0,Books,0,4,167.35,UPI,1
270,4304,2023-01-12 05:00:00,Female,24,USA,Guest,0,Desktop,Safari,Night,39,16,29,38,Direct,None,0,0,Clothing,8,1,288.47,UPI,1
271,4763,2023-01-12 06:00:00,Male,52,UK,Registered,0,Desktop,Safari,Morning,8,12,33,16,Organic,None,0,1,Beauty,9,1,86.0,UPI,1
272,2136,2023-01-12 07:00:00,Female,45,Germany,Registered,1,Mobile,Chrome,Morning,51,19,45,20,Organic,None,0,0,Books,8,2,389.55,UPI,0
273,2853,2023-01-12 08:00:00,Male,31,India,Registered,0,Desktop,Edge,Evening,18,8,43,24,Referral,Campaign_C,1,1,Electronics,8,5,431.06,UPI,1
274,2520,2023-01-12 09:00:00,Male,27,Australia,Guest,0,Mobile,Safari,Morning,13,12,63,35,Ads,Campaign_B,0,0,Beauty,5,7,445.17,UPI,1
275,3489,2023-01-12 10:00:00,Male,33,Canada,Guest,1,Mobile,Chrome,Afternoon,45,15,43,44,Direct,Campaign_B,0,0,Books,3,2,155.52,Debit Card,1
276,1563,2023-01-12 11:00:00,Female,33,Australia,Registered,0,Mobile,Edge,Night,24,2,92,19,Referral,Campaign_B,1,1,Beauty,1,0,332.06,COD,0
277,2291,2023-01-12 12:00:00,Female,48,Germany,Registered,0,Mobile,Safari,Afternoon,51,17,26,4,Organic,None,0,1,Electronics,3,7,143.13,Credit Card,0
278,4581,2023-01-12 13:00:00,Female,59,USA,Registered,0,Mobile,Firefox,Evening,23,7,14,33,Ads,Campaign_A,1,0,Books,6,0,382.56,COD,0
279,4878,2023-01-12 14:00:00,Male,42,Canada,Guest,0,Mobile,Firefox,Evening,12,13,98,2,Direct,Campaign_B,0,1,Books,0,7,64.66,NetBanking,1
280,4457,2023-01-12 15:00:00,Female,30,India,Premium,1,Mobile,Edge,Morning,49,1,27,13,Social,Campaign_C,0,0,Beauty,8,6,382.57,NetBanking,1
281,4458,2023-01-12 16:00:00,Male,23,Germany,Guest,0,Mobile,Firefox,Morning,30,6,64,45,Direct,Campaign_B,0,0,Clothing,2,3,222.67,COD,1
282,4184,2023-01-12 17:00:00,Male,61,Canada,Registered,0,Mobile,Edge,Evening,31,13,62,30,Direct,Campaign_C,1,0,Books,3,7,428.5,UPI,1
283,2636,2023-01-12 18:00:00,Female,26,Germany,Registered,0,Desktop,Chrome,Evening,28,11,59,34,Organic,None,0,0,Clothing,4,5,370.77,Debit Card,1
284,4696,2023-01-12 19:00:00,Male,62,Germany,Registered,0,Mobile,Chrome,Afternoon,22,10,81,30,Organic,None,1,1,Books,2,4,191.38,Credit Card,0
285,3999,2023-01-12 20:00:00,Male,53,India,Guest,1,Mobile,Safari,Afternoon,44,16,88,24,Social,None,0,1,Sports,3,2,452.25,UPI,1
286,4152,2023-01-12 21:00:00,Male,60,UK,Registered,1,Mobile,Edge,Morning,28,17,54,48,Social,Campaign_C,0,1,Home,4,7,145.25,COD,0
287,1698,2023-01-12 22:00:00,Male,37,Canada,Registered,0,Tablet,Safari,Afternoon,13,17,22,44,Social,Campaign_C,0,1,Clothing,0,0,483.66,COD,0
288,3160,2023-01-12 23:00:00,Male,35,India,Guest,0,Mobile,Safari,Morning,25,4,25,33,Referral,Campaign_A,0,0,Clothing,8,4,384.77,Debit Card,1
289,1001,2023-01-13 00:00:00,Female,60,Germany,Guest,0,Mobile,Chrome,Morning,44,5,95,41,Referral,None,0,1,Electronics,9,1,495.38,Debit Card,1
290,1641,2023-01-13 01:00:00,Male,38,India,Guest,1,Mobile,Safari,Night,51,14,93,49,Organic,Campaign_B,1,1,Sports,9,4,31.68,COD,1
291,3267,2023-01-13 02:00:00,Female,21,UK,Premium,0,Desktop,Firefox,Morning,46,10,22,10,Organic,Campaign_A,0,1,Electronics,3,2,140.65,UPI,0
292,2589,2023-01-13 03:00:00,Female,50,Australia,Guest,0,Mobile,Safari,Afternoon,7,14,29,18,Social,None,0,1,Sports,8,5,371.93,UPI,1
293,1854,2023-01-13 04:00:00,Male,44,Canada,Premium,0,Mobile,Edge,Evening,45,1,75,19,Referral,Campaign_A,0,1,Sports,3,3,461.51,UPI,0
294,2759,2023-01-13 05:00:00,Male,24,UK,Registered,0,Mobile,Firefox,Evening,6,11,56,7,Ads,Campaign_B,1,0,Beauty,0,6,19.24,Credit Card,1
295,4296,2023-01-13 06:00:00,Male,23,USA,Premium,0,Mobile,Chrome,Afternoon,24,18,28,19,Referral,Campaign_A,1,1,Beauty,4,2,5.0,Credit Card,1
296,3432,2023-01-13 07:00:00,Female,32,Canada,Premium,0,Desktop,Edge,Evening,19,16,54,24,Organic,Campaign_A,1,1,Beauty,8,6,131.84,UPI,1
297,4474,2023-01-13 08:00:00,Male,35,UK,Registered,0,Desktop,Firefox,Morning,19,18,46,15,Referral,Campaign_A,1,1,Books,2,5,427.13,COD,0
298,2661,2023-01-13 09:00:00,Female,49,Germany,Guest,0,Desktop,Edge,Evening,36,8,63,41,Organic,Campaign_A,1,0,Electronics,4,0,384.74,Debit Card,0
299,2153,2023-01-13 10:00:00,Male,28,Canada,Guest,0,Desktop,Firefox,Afternoon,51,10,15,42,Social,None,1,0,Home,2,6,173.44,NetBanking,0
300,2076,2023-01-13 11:00:00,Female,37,Canada,Guest,1,Mobile,Edge,Evening,9,10,23,23,Social,None,1,1,Sports,2,0,6.0,Debit Card,0
301,2707,2023-01-13 12:00:00,Male,41,India,Registered,0,Mobile,Edge,Morning,48,5,13,4,Social,Campaign_B,0,0,Sports,0,4,279.58,Debit Card,1
302,3777,2023-01-13 13:00:00,Male,32,Germany,Guest,0,Desktop,Firefox,Morning,59,10,95,38,Ads,None,0,1,Clothing,1,2,122.79,NetBanking,1
303,2695,2023-01-13 14:00:00,Female,24,USA,Guest,1,Mobile,Chrome,Afternoon,36,18,64,4,Ads,Campaign_B,0,0,Books,1,0,374.08,UPI,0
304,2733,2023-01-13 15:00:00,Female,38,Australia,Registered,0,Desktop,Chrome,Afternoon,38,6,43,5,Organic,Campaign_B,0,0,Home,8,1,225.94,Debit Card,0
305,2439,2023-01-13 16:00:00,Male,59,UK,Premium,1,Mobile,Edge,Afternoon,40,3,36,41,Direct,Campaign_A,0,0,Beauty,6,1,340.91,NetBanking,0
306,3294,2023-01-13 17:00:00,Female,43,India,Guest,1,Mobile,Edge,Night,59,8,16,44,Ads,None,0,0,Sports,7,3,426.89,COD,0
307,1835,2023-01-13 18:00:00,Female,61,UK,Guest,0,Desktop,Chrome,Night,29,9,12,23,Organic,Campaign_C,1,0,Clothing,1,4,270.2,COD,0
308,4510,2023-01-13 19:00:00,Female,31,USA,Guest,1,Desktop,Chrome,Morning,24,5,56,40,Referral,None,0,0,Electronics,8,0,171.3,COD,0
309,1202,2023-01-13 20:00:00,Female,54,USA,Premium,0,Desktop,Safari,Night,48,2,11,37,Social,None,1,0,Sports,2,3,385.92,UPI,0
310,4255,2023-01-13 21:00:00,Male,38,Canada,Registered,0,Mobile,Chrome,Night,5,2,89,11,Social,Campaign_C,1,0,Clothing,9,1,136.27,Debit Card,0
311,1122,2023-01-13 22:00:00,Male,35,USA,Guest,0,Desktop,Edge,Evening,53,7,34,11,Social,None,1,0,Electronics,1,3,446.3,Debit Card,1
312,1400,2023-01-13 23:00:00,Male,22,UK,Guest,0,Mobile,Firefox,Night,54,17,69,13,Organic,None,1,0,Books,0,7,40.36,Credit Card,1
313,1766,2023-01-14 00:00:00,Female,20,Germany,Guest,1,Mobile,Chrome,Evening,42,10,88,14,Social,Campaign_B,1,0,Beauty,8,3,418.56,COD,0
314,1293,2023-01-14 01:00:00,Female,40,Germany,Guest,1,Tablet,Safari,Afternoon,55,12,33,8,Ads,Campaign_B,0,1,Electronics,7,0,50.32,UPI,0
315,3327,2023-01-14 02:00:00,Male,43,Canada,Premium,1,Desktop,Safari,Evening,45,2,24,25,Referral,None,0,0,Sports,3,0,32.79,NetBanking,0
316,4908,2023-01-14 03:00:00,Male,54,Australia,Registered,1,Mobile,Safari,Evening,26,10,23,18,Social,None,0,0,Home,6,0,184.81,UPI,0
317,3931,2023-01-14 04:00:00,Female,41,UK,Registered,1,Desktop,Firefox,Afternoon,14,1,63,44,Organic,Campaign_A,1,1,Electronics,2,4,478.49,Debit Card,0
318,4681,2023-01-14 05:00:00,Other,36,UK,Premium,1,Mobile,Chrome,Afternoon,39,4,87,44,Referral,Campaign_B,1,0,Home,2,6,491.83,COD,1
319,1197,2023-01-14 06:00:00,Female,42,USA,Guest,0,Mobile,Chrome,Morning,29,13,15,18,Social,Campaign_C,1,1,Home,3,3,105.02,Credit Card,1
320,4029,2023-01-14 07:00:00,Male,38,UK,Registered,0,Mobile,Chrome,Morning,52,12,87,10,Direct,Campaign_C,0,1,Electronics,1,3,78.58,UPI,1
321,2930,2023-01-14 08:00:00,Male,29,India,Premium,0,Tablet,Firefox,Morning,6,11,90,7,Social,Campaign_A,0,0,Books,9,4,179.71,Credit Card,0
